fact_unit,2010-08-09,2010-11-22,2011-02-04,2011-05-09,2011-08-08,2011-11-21,2012-02-03,2012-05-07,2012-08-06,2012-11-19,2013-02-01,2013-05-06,2013-08-05,2013-11-18,2014-01-31,2014-05-05,2014-07-28,2014-08-07,2014-11-17,2015-01-30,2015-05-04,2015-08-03,2015-11-23,2016-02-05,2016-05-09,2016-08-08,2016-11-21,2017-02-06,2017-05-08,2017-08-07,2017-11-13,2018-02-08,2018-05-07,2018-08-06,2018-11-13,2019-02-07,2019-05-06,2019-08-05,2019-11-12,2020-02-06,2020-02-12,2020-02-19,2020-02-21,2020-03-13,2020-04-01,2020-05-04,2020-05-22,2020-06-10,2020-08-03,2020-10-08,2020-11-16,2020-12-21,2021-01-20,2021-02-11,2021-02-17,2021-02-22,2021-03-25,2021-05-10,2021-05-14,2021-06-02,2021-06-25,2021-07-06,2021-08-09,2021-10-04,2021-11-15,2021-12-09,2022-01-12,2022-02-07,2022-02-14,2022-05-09,2022-08-08,2022-08-29,2022-09-27,2022-11-14,2023-01-09,2023-02-06,2023-02-13,2023-05-08,2023-05-15,2023-08-07,2023-08-10,2023-09-07,2023-11-13,2023-12-07,2024-02-05,2024-02-12,2024-05-06,2024-06-12,2024-06-13,2024-06-28,2024-08-05,2024-08-29,2024-11-12,2025-02-03,2025-02-10,2025-02-25,2025-04-18,2025-05-05,2025-05-08,2025-08-04,2025-08-07,2025-09-05,2025-11-10,2025-11-21
PaymentsOfDividendsCommonStock / USD,44000000.0,56000000.0,15000000.0,30000000.0,44000000.0,60000000.0,15000000.0,30000000.0,45000000.0,59000000.0,15000000.0,29000000.0,44000000.0,59000000.0,53000000.0,70000000.0,59000000.0,87000000.0,57000000.0,25000000.0,50000000.0,76000000.0,104000000.0,37000000.0,75000000.0,110000000.0,104000000.0,54000000.0,108000000.0,162000000.0,147000000.0,79000000.0,158000000.0,238000000.0,216000000.0,108000000.0,216000000.0,324000000.0,319000000.0,134000000.0,,,,,,269000000.0,,,403000000.0,,431000000.0,,,431000000.0,,,,301000000.0,,,,,451000000.0,,537000000.0,,,159000000.0,,318000000.0,477000000.0,,,601000000.0,,164000000.0,,328000000.0,,,491000000.0,,636000000.0,,169000000.0,,336000000.0,,,,503000000.0,,653000000.0,171000000.0,,,,342000000.0,,513000000.0,,,670000000.0,
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,71000000.0,17000000.0,,,,93000000.0,,,,,,,0.0,0.0,,10000000.0,0.0,106000000.0,0.0,,56000000.0,56000000.0,106000000.0,,,,8193000000.0,,,0.0,0.0,0.0,0.0,3081000000.0,0.0,226000000.0,226000000.0,608000000.0,3081000000.0,2141000000.0,,,,,,2141000000.0,,,2461000000.0,,1474000000.0,,,1474000000.0,,,,,,,,,,,2462000000.0,,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,75000000.0,,75000000.0,,,,75000000.0,,0.0,,,,,,,,,,75000000.0,
PaymentsToAcquireEquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,184000000.0,,,,,183000000.0,,0.0,,,,,0.0,44000000.0,,,183000000.0,,45000000.0,,96000000.0,,,97000000.0,,44000000.0,,36000000.0,,37000000.0,,,,50000000.0,,177000000.0,26000000.0,,,,26000000.0,,28000000.0,,,115000000.0,
PaymentsToAcquireMarketableSecurities / USD,34000000.0,115000000.0,10000000.0,26000000.0,39000000.0,37000000.0,92000000.0,107000000.0,121000000.0,53000000.0,8000000.0,25000000.0,45000000.0,146000000.0,7000000.0,79000000.0,146000000.0,123000000.0,58000000.0,10000000.0,21000000.0,25000000.0,135000000.0,10000000.0,17000000.0,24000000.0,18000000.0,12000000.0,22000000.0,30000000.0,38000000.0,15000000.0,30000000.0,47000000.0,46000000.0,12000000.0,22000000.0,28000000.0,79000000.0,15000000.0,,,,,,30000000.0,,,47000000.0,,42000000.0,,,42000000.0,,,,48000000.0,,,,,59000000.0,,64000000.0,,,14000000.0,,41000000.0,57000000.0,,,105000000.0,,7000000.0,,18000000.0,,,29000000.0,,72000000.0,,7000000.0,,15000000.0,,,,21000000.0,,35000000.0,7000000.0,,,,13000000.0,,23000000.0,,,34000000.0,
PaymentsToAcquirePropertyPlantAndEquipment / USD,248000000.0,425000000.0,113000000.0,264000000.0,404000000.0,368000000.0,158000000.0,319000000.0,469000000.0,550000000.0,182000000.0,344000000.0,530000000.0,643000000.0,157000000.0,290000000.0,643000000.0,425000000.0,690000000.0,140000000.0,293000000.0,437000000.0,558000000.0,231000000.0,435000000.0,636000000.0,632000000.0,188000000.0,355000000.0,515000000.0,854000000.0,200000000.0,467000000.0,782000000.0,695000000.0,296000000.0,559000000.0,887000000.0,1069000000.0,318000000.0,,,,,,656000000.0,,,971000000.0,,1200000000.0,,,1200000000.0,,,,624000000.0,,,,,907000000.0,,1259000000.0,,,289000000.0,,557000000.0,859000000.0,,,1199000000.0,,408000000.0,,847000000.0,,,1323000000.0,,1209000000.0,,589000000.0,,1097000000.0,,,,1564000000.0,,1887000000.0,354000000.0,,,,621000000.0,,884000000.0,,,1939000000.0,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,142000000.0,142000000.0,165000000.0,0.0,,,,539000000.0,,,,0.0,125000000.0,125000000.0,125000000.0,0.0,0.0,,,,,,0.0,,,0.0,,797000000.0,,,797000000.0,,,,29000000.0,,,,,29000000.0,,170000000.0,,,,,,,,,29000000.0,,,,,,,,,1188000000.0,,,,,,,,,,0.0,,,,,,,,,,0.0,
ProceedsFromIssuanceOfCommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,725000000.0,4043000000.0,0.0,5728000000.0,10837000000.0,16549000000.0,8138000000.0,5538000000.0,,,,,,10145000000.0,,,13060000000.0,,21024000000.0,,,21024000000.0,,,,12886000000.0,,,,,14318000000.0,,17722000000.0,,,,,,,,,14272000000.0,,,,0.0,,,0.0,,0.0,,0.0,,4773000000.0,,,,7015000000.0,,0.0,1649000000.0,,,,1649000000.0,,1649000000.0,,,7693000000.0,
ProceedsFromIssuanceOfDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,250000000.0,5444000000.0,1807000000.0,,,,,,4600000000.0,,,4619000000.0,,1148000000.0,,,1148000000.0,,,,68000000.0,,,,,1589000000.0,,4634000000.0,,,29000000.0,,557000000.0,573000000.0,,,1609000000.0,,26000000.0,,47000000.0,,,79000000.0,,585000000.0,,54000000.0,,88000000.0,,,,1117000000.0,,103000000.0,771000000.0,,,,2327000000.0,,2391000000.0,,,1130000000.0,
ProceedsFromPaymentsForOtherFinancingActivities / USD,9000000.0,27000000.0,3000000.0,15000000.0,32000000.0,6000000.0,10000000.0,45000000.0,52000000.0,42000000.0,22000000.0,29000000.0,-26000000.0,8000000.0,2000000.0,2000000.0,8000000.0,13000000.0,-7000000.0,5000000.0,19000000.0,26000000.0,18000000.0,5000000.0,10000000.0,17000000.0,-23000000.0,23000000.0,40000000.0,42000000.0,17000000.0,12000000.0,41000000.0,22000000.0,68000000.0,0.0,0.0,-1000000.0,15000000.0,-2000000.0,,,,,,-26000000.0,,,-30000000.0,,-14000000.0,,,-14000000.0,,,,-7000000.0,,,,,-7000000.0,,-30000000.0,,,-1000000.0,,-2000000.0,-13000000.0,,,-18000000.0,,-1000000.0,,0.0,,,0.0,,-22000000.0,,0.0,,1000000.0,,,,-5000000.0,,-6000000.0,3000000.0,,,,-12000000.0,,-22000000.0,,,-16000000.0,
ProceedsFromSaleAndMaturityOfMarketableSecurities / USD,49000000.0,112000000.0,9000000.0,22000000.0,34000000.0,56000000.0,13000000.0,27000000.0,42000000.0,49000000.0,11000000.0,13000000.0,36000000.0,66000000.0,8000000.0,16000000.0,66000000.0,22000000.0,47000000.0,9000000.0,18000000.0,24000000.0,117000000.0,7000000.0,15000000.0,43000000.0,33000000.0,10000000.0,23000000.0,28000000.0,52000000.0,13000000.0,29000000.0,45000000.0,37000000.0,9000000.0,21000000.0,27000000.0,61000000.0,15000000.0,,,,,,29000000.0,,,46000000.0,,37000000.0,,,37000000.0,,,,31000000.0,,,,,41000000.0,,63000000.0,,,15000000.0,,41000000.0,55000000.0,,,87000000.0,,7000000.0,,18000000.0,,,28000000.0,,70000000.0,,7000000.0,,14000000.0,,,,20000000.0,,34000000.0,6000000.0,,,,12000000.0,,21000000.0,,,32000000.0,
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,
ProceedsFromStockOptionsExercised / USD,,,,,,,,,,,,,32000000.0,51000000.0,19000000.0,69000000.0,51000000.0,93000000.0,34000000.0,12000000.0,49000000.0,61000000.0,123000000.0,16000000.0,34000000.0,71000000.0,67000000.0,34000000.0,78000000.0,89000000.0,84000000.0,6000000.0,83000000.0,128000000.0,128000000.0,63000000.0,87000000.0,97000000.0,154000000.0,3000000.0,,,,,,24000000.0,,,60000000.0,,102000000.0,,,102000000.0,,,,28000000.0,,,,,29000000.0,,99000000.0,,,4000000.0,,22000000.0,33000000.0,,,30000000.0,,46000000.0,,113000000.0,,,125000000.0,,41000000.0,,4000000.0,,8000000.0,,,,10000000.0,,126000000.0,7000000.0,,,,8000000.0,,9000000.0,,,11000000.0,
ProfitLoss / USD,-93000000.0,86000000.0,159000000.0,315000000.0,557000000.0,-551000000.0,294000000.0,450000000.0,638000000.0,765000000.0,156000000.0,322000000.0,395000000.0,733000000.0,168000000.0,274000000.0,733000000.0,519000000.0,576000000.0,252000000.0,462000000.0,720000000.0,778000000.0,310000000.0,621000000.0,965000000.0,856000000.0,461000000.0,895000000.0,1380000000.0,1224000000.0,594000000.0,935000000.0,1383000000.0,1772000000.0,1632000000.0,1948000000.0,2490000000.0,1778000000.0,552000000.0,,,,,,982000000.0,,,1663000000.0,,3027000000.0,,,2973000000.0,,,,888000000.0,,,,,1414000000.0,,1993000000.0,,,472000000.0,,949000000.0,1702000000.0,,,2071000000.0,,1126000000.0,,1959000000.0,,,2712000000.0,,3060000000.0,,320000000.0,,229000000.0,,,,-206000000.0,,3249000000.0,114000000.0,,,,262000000.0,,458000000.0,,,-649000000.0,
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72000000.0,,,,,,,,,,122000000.0,
PropertyPlantAndEquipmentGross / USD,,7830000000.0,8153000000.0,8153000000.0,8153000000.0,8153000000.0,8522000000.0,8522000000.0,8522000000.0,8522000000.0,8883000000.0,8883000000.0,8883000000.0,8883000000.0,9202000000.0,9202000000.0,8883000000.0,9202000000.0,9202000000.0,10381000000.0,10381000000.0,10381000000.0,10381000000.0,10816000000.0,10816000000.0,10816000000.0,10816000000.0,11167000000.0,11167000000.0,11167000000.0,11167000000.0,11942000000.0,11942000000.0,11942000000.0,11942000000.0,13035000000.0,13035000000.0,13035000000.0,13035000000.0,14650000000.0,,,,,,14650000000.0,,,14650000000.0,,14650000000.0,,,14650000000.0,,,,15581000000.0,,,,,15581000000.0,,15581000000.0,,,16516000000.0,,16516000000.0,16516000000.0,,,16516000000.0,,17893000000.0,,17893000000.0,,,17893000000.0,,17893000000.0,,19700000000.0,,19700000000.0,,,,19700000000.0,,19700000000.0,19963000000.0,,,,19963000000.0,,19963000000.0,,,19963000000.0,
PropertyPlantAndEquipmentNet / USD,3576000000.0,3576000000.0,3674000000.0,3674000000.0,3674000000.0,3674000000.0,3823000000.0,3823000000.0,3823000000.0,3823000000.0,4022000000.0,4022000000.0,4022000000.0,4022000000.0,4053000000.0,4053000000.0,4022000000.0,4053000000.0,4053000000.0,5130000000.0,5130000000.0,5130000000.0,5130000000.0,5176000000.0,5176000000.0,5176000000.0,5176000000.0,5170000000.0,5170000000.0,5170000000.0,5170000000.0,5568000000.0,5568000000.0,5568000000.0,5568000000.0,6169000000.0,6169000000.0,6169000000.0,6169000000.0,7282000000.0,,,,,,7282000000.0,,,7282000000.0,,7282000000.0,,,7282000000.0,,,,7596000000.0,,,,,7596000000.0,,7596000000.0,,,7837000000.0,,7837000000.0,7837000000.0,,,7837000000.0,,8685000000.0,,8685000000.0,,,8685000000.0,,8685000000.0,,9634000000.0,,9634000000.0,,,,9634000000.0,,9634000000.0,9442000000.0,,,,9442000000.0,,9442000000.0,,,9442000000.0,
RepaymentsOfCommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,225000000.0,3353000000.0,0.0,5824000000.0,10615000000.0,16327000000.0,7360000000.0,5406000000.0,,,,,,10567000000.0,,,12970000000.0,,21197000000.0,,,21197000000.0,,,,12885000000.0,,,,,15317000000.0,,17327000000.0,,,,,,,,,15271000000.0,,,,0.0,,,0.0,,0.0,,0.0,,4182000000.0,,,,7015000000.0,,0.0,2240000000.0,,,,2240000000.0,,2240000000.0,,,7103000000.0,
RepaymentsOfDebtAndCapitalLeaseObligations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000000.0,432000000.0,554000000.0,3159000000.0,12000000.0,,,,,,1849000000.0,,,2179000000.0,,1307000000.0,,,1307000000.0,,,,62000000.0,,,,,485000000.0,,3208000000.0,,,29000000.0,,1570000000.0,1608000000.0,,,1212000000.0,,43000000.0,,1088000000.0,,,1148000000.0,,2632000000.0,,58000000.0,,121000000.0,,,,175000000.0,,1191000000.0,32000000.0,,,,308000000.0,,347000000.0,,,603000000.0,
ReportingUnitPercentageOfFairValueInExcessOfCarryingAmount / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.2,,,,,,,,,,,0.2,,,,,,,,,0.2,,0.2,,0.2,,,0.2,,0.2,,0.2,,0.2,,,,0.2,,0.2,0.2,,,,0.2,,0.2,,,0.2,
ResearchAndDevelopmentExpense / USD,,30000000.0,,,,33000000.0,,,,38000000.0,,,,42000000.0,,,42000000.0,,43000000.0,,,,50000000.0,,,,52000000.0,,,,75000000.0,,,,96000000.0,,,,113000000.0,,,,,,,,,,,,114000000.0,,,114000000.0,,,,,,,,,,,97000000.0,,,,,,,,,98000000.0,,,,,,,,,114000000.0,,,,,,,,,,108000000.0,,,,,,,,,,114000000.0,
RestrictedCash / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,82000000.0,,,,,82000000.0,,0.0,,,29000000.0,,95000000.0,195000000.0,,,46000000.0,,172000000.0,,64000000.0,,,0.0,,130000000.0,,0.0,,0.0,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,0.0,
RestrictedCashNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,0.0,
RestructuringAndRelatedCostIncurredCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000000.0,,,,,,52000000.0,,,54000000.0,,59000000.0,,,59000000.0,,,,52000000.0,,,,,54000000.0,,41000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000000.0,
RetainedEarningsAccumulatedDeficit / USD,2399000000.0,2399000000.0,3113000000.0,3113000000.0,3113000000.0,3113000000.0,3801000000.0,3801000000.0,3801000000.0,3801000000.0,4327000000.0,4327000000.0,4327000000.0,4327000000.0,4999000000.0,4999000000.0,4327000000.0,4999000000.0,4999000000.0,5748000000.0,5748000000.0,5748000000.0,5748000000.0,6813000000.0,6813000000.0,6813000000.0,6813000000.0,8348000000.0,8348000000.0,8348000000.0,8348000000.0,9776000000.0,9776000000.0,9776000000.0,9776000000.0,12329000000.0,12329000000.0,12329000000.0,12329000000.0,13787000000.0,,,,,,13787000000.0,,,13787000000.0,,13787000000.0,,,12239000000.0,,,,14220000000.0,,,,,14596000000.0,,15100000000.0,,,17502000000.0,,17502000000.0,17502000000.0,,,17502000000.0,,20084000000.0,,20084000000.0,,,20084000000.0,,20084000000.0,,18760000000.0,,18760000000.0,,,,18760000000.0,,18760000000.0,18873000000.0,,,,18873000000.0,,18873000000.0,,,18873000000.0,
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53282000000.0,13319000000.0,,,,26391000000.0,,39744000000.0,,,52881000000.0,
Revenues / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28115000000.0,36881000000.0,10229000000.0,20002000000.0,30053000000.0,38260000000.0,10193000000.0,,,,,,20636000000.0,,,31521000000.0,,40052000000.0,,,40052000000.0,,,,21703000000.0,,,,,31725000000.0,,42405000000.0,,,10460000000.0,,21760000000.0,34238000000.0,,,43185000000.0,,12933000000.0,,26050000000.0,,,39545000000.0,,47049000000.0,,13260000000.0,,26393000000.0,,,,39533000000.0,,53282000000.0,13319000000.0,,,,26391000000.0,,39744000000.0,,,52881000000.0,
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,,,,,,,,,,43000000.0,
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,,,,,,83000000.0,,,126000000.0,,167000000.0,,,167000000.0,,,,,,,,,,,167000000.0,,,,,,,,,197000000.0,,,,,,,,,197000000.0,,,,72000000.0,,,,72000000.0,,159000000.0,,,,,,,,,,288000000.0,
SegmentExpenditureAdditionToLongLivedAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939000000.0,
SellingGeneralAndAdministrativeExpense / USD,617000000.0,879000000.0,215000000.0,435000000.0,680000000.0,841000000.0,246000000.0,476000000.0,695000000.0,929000000.0,215000000.0,448000000.0,668000000.0,906000000.0,235000000.0,467000000.0,906000000.0,730000000.0,904000000.0,273000000.0,563000000.0,849000000.0,983000000.0,447000000.0,889000000.0,1312000000.0,1255000000.0,425000000.0,904000000.0,1361000000.0,1748000000.0,501000000.0,977000000.0,1482000000.0,1864000000.0,521000000.0,1042000000.0,1544000000.0,2141000000.0,548000000.0,,,,,,1105000000.0,,,1660000000.0,,2064000000.0,,,2127000000.0,,,,1188000000.0,,,,,1728000000.0,,2252000000.0,,,472000000.0,,1005000000.0,1563000000.0,,,2376000000.0,,560000000.0,,1139000000.0,,,1717000000.0,,2130000000.0,,501000000.0,,1077000000.0,,,,1656000000.0,,2258000000.0,592000000.0,,,,1146000000.0,,1683000000.0,,,2245000000.0,
ShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,36000000.0,,,,51000000.0,,,,69000000.0,,,,81000000.0,,,,92000000.0,,,,,,,,,,,,69000000.0,,,69000000.0,,,,,,,,,,,77000000.0,,,,,,,,,89000000.0,,,,,,,,,91000000.0,,,,,,,,,,93000000.0,,,,,,,,,,61000000.0,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant / shares,,18455244.0,,,,15102409.0,,,,10795188.0,,,,35365400.0,,,35365400.0,,30428186.0,,,,24293913.0,,,,20726621.0,,,,18094438.0,,,,16150273.0,,,,12952617.0,,,,,,,,,,,,9979081.0,,,9979081.0,,,,,,,,,,,9463920.0,,,,,,,,,8459910.0,,,,,,,,,6923370.0,,,,,,,,,,3885823.0,,,,,,,,,,8769043.0,
ShortTermLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,12000000.0,,,17000000.0,,38000000.0,,,38000000.0,,,,,,,,,,,38000000.0,,,,,,,,,33000000.0,,,,,,,,,33000000.0,,,,,,,,,,30000000.0,,,,,,,,,,39000000.0,
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations / USD,,8000000.0,,,,-4000000.0,,,,44000000.0,,,,21000000.0,,,21000000.0,,22000000.0,,,,38000000.0,,,,67000000.0,,,,89000000.0,,,,118000000.0,,,,81000000.0,,,,,,,,,,,,118000000.0,,,114000000.0,,,,,,,,,,,38000000.0,,,,,,,,,98000000.0,,,,,,,,,163000000.0,,,,,,,,,,94000000.0,,,,,,,,,,-38000000.0,
StockholdersEquity / USD,4398000000.0,4398000000.0,5166000000.0,5166000000.0,5166000000.0,5166000000.0,5657000000.0,5657000000.0,5657000000.0,5657000000.0,6012000000.0,6012000000.0,6012000000.0,6012000000.0,6201000000.0,6201000000.0,6012000000.0,6201000000.0,6201000000.0,8890000000.0,8890000000.0,8890000000.0,8890000000.0,9691000000.0,9691000000.0,9691000000.0,9691000000.0,9608000000.0,9608000000.0,9608000000.0,9608000000.0,10541000000.0,10541000000.0,10541000000.0,10541000000.0,12803000000.0,12803000000.0,12803000000.0,12803000000.0,14082000000.0,,,,,,14082000000.0,,,14082000000.0,,14082000000.0,,,13016000000.0,,,,14277000000.0,,,,,14685000000.0,,15254000000.0,,,17723000000.0,,17723000000.0,17723000000.0,,,17723000000.0,,19702000000.0,,19702000000.0,,,19702000000.0,,19702000000.0,,18133000000.0,,18133000000.0,,,,18133000000.0,,18133000000.0,18390000000.0,,,,18390000000.0,,18390000000.0,,,18390000000.0,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,4431000000.0,5099000000.0,5201000000.0,5201000000.0,5201000000.0,4431000000.0,5685000000.0,5685000000.0,5685000000.0,5201000000.0,6042000000.0,6042000000.0,6042000000.0,5685000000.0,6233000000.0,6233000000.0,5685000000.0,6233000000.0,6042000000.0,8904000000.0,8904000000.0,8904000000.0,6233000000.0,9706000000.0,9706000000.0,9706000000.0,8904000000.0,9624000000.0,9624000000.0,9624000000.0,9706000000.0,10559000000.0,10559000000.0,10559000000.0,9624000000.0,11974000000.0,12156000000.0,12437000000.0,10559000000.0,13259000000.0,,,,,,13558000000.0,,,14141000000.0,,12811000000.0,,,12721000000.0,,,,14422000000.0,,,,,14831000000.0,,14094000000.0,,,15781000000.0,,16070000000.0,16693000000.0,,,15386000000.0,,18542000000.0,,19156000000.0,,,19489000000.0,,17854000000.0,,19787000000.0,,19558000000.0,,,,18910000000.0,,19811000000.0,18288000000.0,,,,18223000000.0,,18202000000.0,,,18255000000.0,
SupplierFinanceProgramObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,
SupplierFinanceProgramObligationDecreaseSettlement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281000000.0,
SupplierFinanceProgramObligationIncrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288000000.0,
TaxesPayableCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000000.0,,,,152000000.0,,,,,152000000.0,,152000000.0,,,729000000.0,,729000000.0,729000000.0,,,729000000.0,,277000000.0,,277000000.0,,,277000000.0,,277000000.0,,156000000.0,,156000000.0,,,,156000000.0,,156000000.0,210000000.0,,,,210000000.0,,210000000.0,,,210000000.0,
TreasuryStockCommonShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88000000.0,,88000000.0,,92000000.0,,92000000.0,,,,92000000.0,,92000000.0,92000000.0,,,,92000000.0,,92000000.0,,,92000000.0,
TreasuryStockValue / USD,-242000000.0,242000000.0,229000000.0,229000000.0,229000000.0,229000000.0,365000000.0,365000000.0,365000000.0,365000000.0,569000000.0,569000000.0,569000000.0,569000000.0,1021000000.0,1021000000.0,569000000.0,1021000000.0,1021000000.0,1010000000.0,1010000000.0,1010000000.0,1010000000.0,1381000000.0,1381000000.0,1381000000.0,1381000000.0,3093000000.0,3093000000.0,3093000000.0,3093000000.0,3674000000.0,3674000000.0,3674000000.0,3674000000.0,3943000000.0,3943000000.0,3943000000.0,3943000000.0,4011000000.0,,,,,,4011000000.0,,,4011000000.0,,4011000000.0,,,4011000000.0,,,,4145000000.0,,,,,4145000000.0,,4145000000.0,,,4138000000.0,,4138000000.0,4138000000.0,,,4138000000.0,,4683000000.0,,4683000000.0,,,4683000000.0,,4683000000.0,,4972000000.0,,4972000000.0,,,,4972000000.0,,4972000000.0,4941000000.0,,,,4941000000.0,,4941000000.0,,,4941000000.0,
UndistributedEarnings / USD,,,,,,,,427000000.0,608000000.0,721000000.0,141000000.0,293000000.0,370000000.0,693000000.0,121000000.0,261000000.0,693000000.0,497000000.0,564000000.0,220000000.0,408000000.0,642000000.0,742000000.0,263000000.0,536000000.0,843000000.0,749000000.0,390000000.0,767000000.0,1197000000.0,1065000000.0,488000000.0,749000000.0,1116000000.0,1535000000.0,1496000000.0,1703000000.0,2137000000.0,1428000000.0,390000000.0,,,,,,683000000.0,,,1224000000.0,,2566000000.0,,,2512000000.0,,,,565000000.0,,,,,940000000.0,,1416000000.0,,,299000000.0,,616000000.0,1205000000.0,,,1445000000.0,,951000000.0,,1617000000.0,,,2206000000.0,,2402000000.0,,141000000.0,,-122000000.0,,,,-706000000.0,,2582000000.0,-67000000.0,,,,-93000000.0,,-73000000.0,,,-1324000000.0,
UndistributedEarningsOfForeignSubsidiaries / USD,,,,,,,,,,,,,,,,,,,351000000.0,,,,403000000.0,,,,139000000.0,,,,219000000.0,182000000.0,182000000.0,182000000.0,182000000.0,,,,210000000.0,,,,,,,,,,,,252000000.0,,,252000000.0,,,,,,,,,,,318000000.0,,,,,,,,,570000000.0,,,,,,,,,667000000.0,,,,,,,,,,872000000.0,,,,,,,,,,689000000.0,
