fact_unit,2015-12-17,2016-03-10,2016-06-08,2016-09-08,2016-12-15,2017-03-09,2017-06-08,2017-09-07,2017-12-15,2018-03-09,2018-06-07,2018-09-04,2018-12-12,2019-03-05,2019-05-31,2019-08-30,2019-12-13,2020-03-09,2020-06-02,2020-09-03,2020-12-10,2021-03-04,2021-06-03,2021-09-03,2021-12-10,2022-03-03,2022-06-03,2022-09-01,2022-12-08,2023-03-07,2023-06-02,2023-09-01,2023-12-22,2024-03-05,2024-06-05,2024-09-05,2024-12-19,2025-03-07,2025-06-04,2025-09-04
ProductWarrantyAccrualWarrantiesIssued / USD,475000000.0,92000000.0,185000000.0,277000000.0,373000000.0,84000000.0,167000000.0,264000000.0,305000000.0,73000000.0,135000000.0,201000000.0,292000000.0,59000000.0,117000000.0,178000000.0,265000000.0,67000000.0,117000000.0,180000000.0,239000000.0,55000000.0,102000000.0,159000000.0,238000000.0,42000000.0,83000000.0,129000000.0,203000000.0,47000000.0,102000000.0,140000000.0,238000000.0,184000000.0,184000000.0,184000000.0,238000000.0,173000000.0,173000000.0,173000000.0
ProfitLoss / USD,2051000000.0,,,,1648000000.0,,-349000000.0,-182000000.0,2461000000.0,,,,3161000000.0,,,,343000000.0,,,,1904000000.0,,,,1065000000.0,,,,-311000000.0,,,,3436000000.0,,,,873000000.0,,,
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,5847000000.0,,5974000000.0,5974000000.0,5974000000.0,,5949000000.0,5949000000.0,5949000000.0,,5522000000.0,5522000000.0,5522000000.0,,5980000000.0,5980000000.0,5980000000.0,,6490000000.0,6490000000.0,6490000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,6054000000.0,,5625000000.0,5625000000.0,5625000000.0,,5613000000.0,5613000000.0,5613000000.0,5613000000.0,5784000000.0,5784000000.0,5784000000.0,5784000000.0,5989000000.0,5989000000.0,5989000000.0,5989000000.0,5664000000.0,5664000000.0,5664000000.0
PropertyPlantAndEquipmentGross / USD,16960000000.0,21424000000.0,21424000000.0,21424000000.0,21424000000.0,21745000000.0,12924000000.0,12924000000.0,12897000000.0,11877000000.0,11877000000.0,11877000000.0,11877000000.0,11816000000.0,11816000000.0,11816000000.0,11816000000.0,11901000000.0,,,11901000000.0,,,,11599000000.0,,,,11562000000.0,,,,11306000000.0,11969000000.0,11969000000.0,11969000000.0,11969000000.0,12154000000.0,12154000000.0,12154000000.0
PropertyPlantAndEquipmentNet / USD,8520000000.0,9886000000.0,9886000000.0,9886000000.0,9886000000.0,9636000000.0,6304000000.0,6304000000.0,6375000000.0,6269000000.0,6269000000.0,6269000000.0,6269000000.0,6138000000.0,6138000000.0,6138000000.0,6138000000.0,6054000000.0,6054000000.0,6054000000.0,6054000000.0,5625000000.0,5625000000.0,5625000000.0,5625000000.0,5613000000.0,5613000000.0,5613000000.0,5613000000.0,5784000000.0,5784000000.0,5784000000.0,5784000000.0,5989000000.0,5989000000.0,5989000000.0,5989000000.0,,,
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation / USD,1541000000.0,1513000000.0,1513000000.0,1513000000.0,1513000000.0,2134000000.0,2134000000.0,2134000000.0,2134000000.0,2943000000.0,2943000000.0,2943000000.0,2943000000.0,3078000000.0,3078000000.0,3078000000.0,3078000000.0,3101000000.0,3101000000.0,3101000000.0,3101000000.0,,,3157000000.0,3157000000.0,3038000000.0,3038000000.0,3038000000.0,3038000000.0,,,,2776000000.0,,,,2919000000.0,,,
PropertySubjectToOrAvailableForOperatingLeaseGross / USD,4333000000.0,4428000000.0,4428000000.0,4428000000.0,4428000000.0,5467000000.0,5467000000.0,5467000000.0,5467000000.0,7356000000.0,7356000000.0,7356000000.0,7356000000.0,7290000000.0,7290000000.0,7290000000.0,7290000000.0,7185000000.0,7185000000.0,7185000000.0,7185000000.0,,,7184000000.0,7184000000.0,7039000000.0,7039000000.0,7039000000.0,7039000000.0,,,,6879000000.0,,,,7019000000.0,,,
PropertySubjectToOrAvailableForOperatingLeaseNet / USD,2792000000.0,2915000000.0,2915000000.0,2915000000.0,2915000000.0,3333000000.0,3333000000.0,3333000000.0,3333000000.0,4413000000.0,4413000000.0,4413000000.0,4413000000.0,4212000000.0,4212000000.0,4212000000.0,4212000000.0,4084000000.0,4084000000.0,4084000000.0,4084000000.0,,,4027000000.0,4027000000.0,4001000000.0,4001000000.0,4001000000.0,4001000000.0,,,,4103000000.0,,,,4100000000.0,,,
ProvisionForLoanLossesExpensed / USD,,,,,,,,,,,,,,,,,,,,,,0.0,43000000.0,43000000.0,33000000.0,61000000.0,61000000.0,61000000.0,43000000.0,177000000.0,177000000.0,177000000.0,61000000.0,58000000.0,58000000.0,58000000.0,177000000.0,50000000.0,50000000.0,50000000.0
RecordedUnconditionalPurchaseObligation / USD,1739000000.0,,,,1798000000.0,,,,792000000.0,,,,637000000.0,,,,296000000.0,,,,544000000.0,,,,768000000.0,,,1700000000.0,1600000000.0,,,,1600000000.0,,,,1300000000.0,,,
RecordedUnconditionalPurchaseObligationDueAfterFifthYear / USD,85000000.0,,,,16000000.0,,,,0.0,,,,49000000.0,,,,41000000.0,,,,32000000.0,,,,23000000.0,,,,14000000.0,,,,5000000.0,,,,0.0,,,
RecordedUnconditionalPurchaseObligationDueInFifthYear / USD,71000000.0,,,,122000000.0,,,,22000000.0,,,,9000000.0,,,,8000000.0,,,,9000000.0,,,,9000000.0,,,,327000000.0,,,,46000000.0,,,,13000000.0,,,
RecordedUnconditionalPurchaseObligationDueInFourthYear / USD,300000000.0,,,,175000000.0,,,,74000000.0,,,,16000000.0,,,,10000000.0,,,,8000000.0,,,,50000000.0,,,301000000.0,301000000.0,,,,310000000.0,,,,68000000.0,,,
RecordedUnconditionalPurchaseObligationDueInSecondYear / USD,404000000.0,,,,529000000.0,,,,255000000.0,,,,196000000.0,,,,79000000.0,,,,195000000.0,,,,175000000.0,,,167000000.0,186000000.0,,,,293000000.0,,,,368000000.0,,,
RecordedUnconditionalPurchaseObligationDueInThirdYear / USD,402000000.0,,,,419000000.0,,,,168000000.0,,,,110000000.0,,,,20000000.0,,,,69000000.0,,,,53000000.0,,,261000000.0,273000000.0,,,,317000000.0,,,,278000000.0,,,
RecordedUnconditionalPurchaseObligationDueWithinOneYear / USD,477000000.0,,,,537000000.0,,,,273000000.0,,,,257000000.0,,,,138000000.0,,,,231000000.0,,,,458000000.0,,,377000000.0,449000000.0,,,,580000000.0,,,,556000000.0,,,
RepaymentsOfLongTermDebtAndCapitalSecurities / USD,2200000000.0,237000000.0,467000000.0,690000000.0,1135000000.0,109000000.0,354000000.0,568000000.0,1077000000.0,262000000.0,2102000000.0,2296000000.0,833000000.0,253000000.0,610000000.0,2538000000.0,3783000000.0,334000000.0,560000000.0,872000000.0,4138000000.0,450000000.0,931000000.0,1399000000.0,2203000000.0,611000000.0,1744000000.0,2341000000.0,5099000000.0,633000000.0,1340000000.0,1941000000.0,5465000000.0,661000000.0,2428000000.0,3062000000.0,3992000000.0,515000000.0,2218000000.0,2794000000.0
ReportingUnitPercentageOfFairValueInExcessOfCarryingAmount / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
ResearchAndDevelopmentExpense / USD,1956000000.0,532000000.0,1084000000.0,1686000000.0,2197000000.0,585000000.0,1203000000.0,1754000000.0,1676000000.0,356000000.0,732000000.0,1122000000.0,1714000000.0,389000000.0,792000000.0,1227000000.0,1490000000.0,466000000.0,923000000.0,1404000000.0,1667000000.0,485000000.0,935000000.0,1390000000.0,1842000000.0,468000000.0,971000000.0,1477000000.0,1874000000.0,504000000.0,1021000000.0,1530000000.0,1979000000.0,623000000.0,1193000000.0,1771000000.0,2045000000.0,582000000.0,1172000000.0,1719000000.0
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,,,,,,,,,,,,,,,,204000000.0,204000000.0,323000000.0,323000000.0,323000000.0,323000000.0,388000000.0,388000000.0,388000000.0,388000000.0,336000000.0,336000000.0,336000000.0,336000000.0,600000000.0,600000000.0,600000000.0,600000000.0,311000000.0,311000000.0,311000000.0,311000000.0,259000000.0,259000000.0,259000000.0
RestructuringCosts / USD,,,,,,,472000000.0,841000000.0,954000000.0,177000000.0,393000000.0,558000000.0,1236000000.0,174000000.0,268000000.0,399000000.0,964000000.0,33000000.0,52000000.0,146000000.0,550000000.0,84000000.0,248000000.0,553000000.0,221000000.0,232000000.0,366000000.0,492000000.0,769000000.0,37000000.0,68000000.0,102000000.0,620000000.0,72000000.0,95000000.0,133000000.0,214000000.0,7000000.0,18000000.0,20000000.0
RestructuringReserveCurrent / USD,698000000.0,628000000.0,628000000.0,628000000.0,711000000.0,671000000.0,301000000.0,301000000.0,256000000.0,445000000.0,445000000.0,445000000.0,445000000.0,294000000.0,294000000.0,294000000.0,294000000.0,195000000.0,195000000.0,195000000.0,195000000.0,366000000.0,366000000.0,366000000.0,366000000.0,290000000.0,290000000.0,290000000.0,290000000.0,192000000.0,192000000.0,192000000.0,192000000.0,180000000.0,180000000.0,180000000.0,180000000.0,61000000.0,61000000.0,
RetainedEarningsAccumulatedDeficit / USD,0.0,86000000.0,301000000.0,0.0,0.0,2782000000.0,2782000000.0,2782000000.0,2782000000.0,-7238000000.0,-7238000000.0,-7238000000.0,-7238000000.0,-5899000000.0,-5899000000.0,-5899000000.0,-5899000000.0,-7632000000.0,-7632000000.0,-7632000000.0,-7632000000.0,-8375000000.0,-8375000000.0,-8375000000.0,-8375000000.0,-5597000000.0,-5597000000.0,-5597000000.0,-5597000000.0,-5350000000.0,-5350000000.0,-5350000000.0,-5350000000.0,-3946000000.0,-3946000000.0,-3946000000.0,-3946000000.0,-2068000000.0,-2068000000.0,-2068000000.0
RevenueRemainingPerformanceObligation / USD,,,,,,,,,,,,,,5800000000.0,5800000000.0,5900000000.0,6000000000.0,6000000000.0,6000000000.0,6100000000.0,6200000000.0,6300000000.0,6300000000.0,6400000000.0,6400000000.0,6400000000.0,6300000000.0,6400000000.0,,6600000000.0,6700000000.0,6800000000.0,,7100000000.0,,7300000000.0,7500000000.0,7500000000.0,7800000000.0,10100000000.0
Revenues / USD,57371000000.0,13053000000.0,25602000000.0,38659000000.0,55123000000.0,12724000000.0,17041000000.0,25046000000.0,31077000000.0,6902000000.0,13710000000.0,21211000000.0,30280000000.0,7674000000.0,15142000000.0,22906000000.0,28871000000.0,7553000000.0,14703000000.0,21920000000.0,30852000000.0,6949000000.0,12958000000.0,19774000000.0,29135000000.0,6833000000.0,13533000000.0,20430000000.0,26982000000.0,6961000000.0,13674000000.0,20625000000.0,27784000000.0,7809000000.0,14782000000.0,21784000000.0,28496000000.0,6755000000.0,13959000000.0,21669000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,172000000.0,203000000.0,214000000.0,298000000.0,,,,298000000.0,,,,298000000.0,,,,248000000.0,,,,195000000.0,,,
SalesTypeAndDirectFinancingLeasesInterestIncome / USD,,,,,,,,,,,,,,,,,,113000000.0,228000000.0,343000000.0,447000000.0,113000000.0,228000000.0,343000000.0,458000000.0,122000000.0,246000000.0,371000000.0,469000000.0,122000000.0,244000000.0,365000000.0,494000000.0,123000000.0,253000000.0,395000000.0,483000000.0,156000000.0,318000000.0,486000000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivable / USD,,,,,,,,,,,,,,,,,,8337000000.0,8286000000.0,8623000000.0,8694000000.0,8694000000.0,8694000000.0,8694000000.0,8808000000.0,8808000000.0,8808000000.0,8808000000.0,7979000000.0,,,,8376000000.0,,,,9048000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceived / USD,,,,,,,,,,,,,,,,,,9144000000.0,9051000000.0,9435000000.0,9448000000.0,9448000000.0,9448000000.0,9448000000.0,9448000000.0,9526000000.0,9526000000.0,9526000000.0,9526000000.0,8686000000.0,8686000000.0,8686000000.0,8686000000.0,9363000000.0,9363000000.0,9363000000.0,9363000000.0,10266000000.0,10266000000.0,10266000000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFiveYears / USD,,,,,,,,,,,,,,,,,,419000000.0,489000000.0,,252000000.0,252000000.0,252000000.0,252000000.0,233000000.0,233000000.0,233000000.0,233000000.0,241000000.0,,,,278000000.0,,,,277000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFourYears / USD,,,,,,,,,,,,,,,,,,922000000.0,1092000000.0,639000000.0,720000000.0,720000000.0,720000000.0,720000000.0,747000000.0,747000000.0,747000000.0,747000000.0,713000000.0,,,,819000000.0,,,,892000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,3284000000.0,4182000000.0,4182000000.0,4182000000.0,4182000000.0,4338000000.0,4338000000.0,4338000000.0,4338000000.0,3957000000.0,,,,4058000000.0,,,,4282000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThereafter / USD,,,,,,,,,,,,,,,,,,98000000.0,145000000.0,,60000000.0,60000000.0,60000000.0,60000000.0,84000000.0,84000000.0,84000000.0,84000000.0,81000000.0,,,,84000000.0,,,,91000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThreeYears / USD,,,,,,,,,,,,,,,,,,1835000000.0,2013000000.0,1376000000.0,1572000000.0,1572000000.0,1572000000.0,1572000000.0,1567000000.0,1567000000.0,1567000000.0,1567000000.0,1401000000.0,,,,1612000000.0,,,,1747000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedTwoYears / USD,,,,,,,,,,,,,,,,,,2728000000.0,2955000000.0,2373000000.0,2662000000.0,2662000000.0,2662000000.0,2662000000.0,2557000000.0,2557000000.0,2557000000.0,2557000000.0,2293000000.0,,,,2512000000.0,,,,2977000000.0,,,
SalesTypeAndDirectFinancingLeasesLeaseReceivableUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,807000000.0,765000000.0,812000000.0,754000000.0,754000000.0,754000000.0,754000000.0,718000000.0,718000000.0,718000000.0,718000000.0,707000000.0,,,,987000000.0,,,,1218000000.0,,,
SellingGeneralAndAdministrativeExpense / USD,8601000000.0,1973000000.0,3947000000.0,5987000000.0,8717000000.0,1998000000.0,3324000000.0,4899000000.0,5142000000.0,1204000000.0,2433000000.0,3718000000.0,5380000000.0,1218000000.0,2463000000.0,3684000000.0,5012000000.0,1211000000.0,2425000000.0,3678000000.0,4921000000.0,1218000000.0,2327000000.0,3458000000.0,4907000000.0,1159000000.0,2358000000.0,3649000000.0,4624000000.0,1201000000.0,2450000000.0,3679000000.0,4929000000.0,1257000000.0,2526000000.0,3828000000.0,4941000000.0,1216000000.0,2431000000.0,3660000000.0
SeveranceCosts1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,241000000.0,256000000.0
ShareBasedCompensation / USD,374000000.0,139000000.0,236000000.0,353000000.0,427000000.0,165000000.0,303000000.0,432000000.0,565000000.0,145000000.0,252000000.0,349000000.0,558000000.0,103000000.0,186000000.0,242000000.0,428000000.0,75000000.0,149000000.0,207000000.0,286000000.0,93000000.0,160000000.0,215000000.0,268000000.0,113000000.0,218000000.0,304000000.0,274000000.0,128000000.0,242000000.0,306000000.0,382000000.0,140000000.0,266000000.0,357000000.0,391000000.0,141000000.0,261000000.0,341000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumEmployeeSubscriptionRate / pure,0.15,,,,0.15,,,,0.15,,,,0.15,,,,0.15,,,,0.15,,,,0.15,,,,0.15,,,,0.15,,,,0.15,,,
ShortTermBorrowings / USD,,,,,,,,,,,,,,,,,,,,,4425000000.0,,,,3755000000.0,,,,3552000000.0,,,,4612000000.0,,,,4868000000.0,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit / USD,,150000000.0,106000000.0,78000000.0,,2700000000.0,2700000000.0,2500000000.0,,1500000000.0,85000000.0,85000000.0,,6400000000.0,6400000000.0,40000000.0,56000000.0,-84000000.0,-77000000.0,-105000000.0,79000000.0,-47000000.0,-50000000.0,75000000.0,69000000.0,47000000.0,-48000000.0,-17000000.0,21000000.0,-44000000.0,,,16000000.0,,,,6000000.0,,,
StockIssuedDuringPeriodValueNewIssues / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462000000.0,,,
StockIssuedDuringPeriodValueShareBasedCompensation / USD,,,,,,,,,,,,,,,,,75000000.0,,,,202000000.0,,,,113000000.0,,,,64000000.0,,,,50000000.0,,,,56000000.0,,1000000.0,2000000.0
StockRepurchaseProgramAuthorizedAmount1 / USD,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,,3000000000.0,,,
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,,,,,4700000000.0,,,,4700000000.0,2300000000.0,2100000000.0,2100000000.0,2500000000.0,2100000000.0,2100000000.0,2100000000.0,2100000000.0,1800000000.0,1700000000.0,1500000000.0,1900000000.0,1300000000.0,,,1000000000.0,,,,800000000.0,,,
StockRepurchasedDuringPeriodValue / USD,,,,,,,1350000000.0,1965000000.0,,,,,,,,,2580000000.0,,,,3579000000.0,,,,2221000000.0,,,,346000000.0,,,,225000000.0,,,,505000000.0,,,
StockholdersEquity / USD,36776000000.0,33535000000.0,33535000000.0,33535000000.0,33535000000.0,31448000000.0,31448000000.0,31448000000.0,31448000000.0,23466000000.0,23466000000.0,23466000000.0,23466000000.0,21239000000.0,21239000000.0,21239000000.0,21239000000.0,17098000000.0,17098000000.0,17098000000.0,17098000000.0,16049000000.0,16049000000.0,16049000000.0,16049000000.0,19971000000.0,19971000000.0,19971000000.0,19971000000.0,19864000000.0,19864000000.0,19864000000.0,19864000000.0,21182000000.0,21182000000.0,21182000000.0,21182000000.0,24816000000.0,24816000000.0,24816000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,39569000000.0,33918000000.0,33918000000.0,33918000000.0,33918000000.0,31518000000.0,31518000000.0,31518000000.0,31518000000.0,23505000000.0,23505000000.0,23505000000.0,23505000000.0,21274000000.0,21274000000.0,21274000000.0,31518000000.0,17149000000.0,17149000000.0,17149000000.0,23505000000.0,16096000000.0,16096000000.0,16096000000.0,21274000000.0,20017000000.0,20017000000.0,20017000000.0,17149000000.0,19909000000.0,19909000000.0,19909000000.0,16096000000.0,21238000000.0,21238000000.0,21238000000.0,20017000000.0,24880000000.0,24880000000.0,24880000000.0
SubleaseIncome / USD,,,,,,,,,,,,,,,,,,16000000.0,32000000.0,46000000.0,61000000.0,,,,61000000.0,,,,61000000.0,,,,35000000.0,,,,27000000.0,,,
SupplierFinanceProgramObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295000000.0,295000000.0,295000000.0,295000000.0,466000000.0,466000000.0,466000000.0
TaxCreditCarryforwardValuationAllowance / USD,-136000000.0,,,,160000000.0,,,,162000000.0,,,,811000000.0,,,,1320000000.0,,,,1262000000.0,,,,1000000000.0,,,,1056000000.0,,,,989000000.0,,,,825000000.0,,,
UnamortizedDebtIssuanceExpense / USD,,,,,,50000000.0,50000000.0,50000000.0,50000000.0,,,47000000.0,47000000.0,,,,42000000.0,,,,47000000.0,,,,54000000.0,,,,37000000.0,,,,31000000.0,,,,30000000.0,,,81000000.0
UnbilledContractsReceivable / USD,,,,,1396000000.0,1086000000.0,191000000.0,191000000.0,150000000.0,,,,223000000.0,185000000.0,185000000.0,185000000.0,185000000.0,206000000.0,206000000.0,206000000.0,206000000.0,205000000.0,205000000.0,205000000.0,205000000.0,206000000.0,206000000.0,206000000.0,206000000.0,245000000.0,245000000.0,245000000.0,245000000.0,264000000.0,264000000.0,264000000.0,264000000.0,324000000.0,324000000.0,324000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,27600000000.0,,,,26200000000.0,,,,12000000000.0,,,,7900000000.0,,,,10200000000.0,,,,9700000000.0,,,,8900000000.0,,,,9300000000.0,,,,9400000000.0,,,,9300000000.0,,,
UnrecognizedTaxBenefits / USD,1535000000.0,4900000000.0,-4900000000.0,4900000000.0,1925000000.0,11600000000.0,11400000000.0,11400000000.0,1024000000.0,11300000000.0,11300000000.0,11300000000.0,4901000000.0,8800000000.0,8800000000.0,8800000000.0,11411000000.0,2300000000.0,2300000000.0,2300000000.0,11262000000.0,2200000000.0,2200000000.0,2200000000.0,8826000000.0,2100000000.0,2100000000.0,2100000000.0,2269000000.0,674000000.0,674000000.0,674000000.0,2159000000.0,672000000.0,672000000.0,672000000.0,2131000000.0,724000000.0,724000000.0,724000000.0
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,76000000.0,,,,328000000.0,,,,70000000.0,,,,114000000.0,,,,202000000.0,,,,82000000.0,,,,17000000.0,,,,71000000.0,,,,31000000.0,,,,48000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,113000000.0,,,,215000000.0,,,,7000000.0,900000000.0,2500000000.0,2600000000.0,60000000.0,,,6200000000.0,216000000.0,,,,2000000.0,,,,7000000.0,1500000000.0,1500000000.0,1500000000.0,53000000.0,,,,15000000.0,,,,1500000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,,,,,,,,,,,,,,,,,89000000.0,,,,161000000.0,,,,-13000000.0,-8000000.0,2000000.0,17000000.0,-10000000.0,-40000000.0,-37000000.0,-41000000.0,17000000.0,,,,55000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,0.0
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,132000000.0,,,,273000000.0,,,,1428000000.0,,,,1456000000.0,,,,28000000.0,,,,163000000.0,,,,43000000.0,,,,27000000.0,,,,24000000.0,,,,81000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,453000000.0,,,,533000000.0,,,,3538000000.0,,,,820000000.0,,,,311000000.0,,,,66000000.0,,,,37000000.0,,,,40000000.0,,,,64000000.0,,,,41000000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense / USD,,,,,,,,,,,,,,,,,,25000000.0,31000000.0,-43000000.0,,,,,,,,,,,,,,,,,,,19000000.0,7000000.0
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,6000000.0,,,,121000000.0,,,25000000.0,2000000.0,,,25000000.0,47000000.0,,,,70000000.0,,,,86000000.0,,,,38000000.0,,,,17000000.0,,,,44000000.0,,,,12000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,1300000000.0,600000000.0,600000000.0,600000000.0,1400000000.0,3100000000.0,2900000000.0,2900000000.0,200000000.0,3000000000.0,3000000000.0,3000000000.0,2700000000.0,1100000000.0,1100000000.0,1100000000.0,3000000000.0,772000000.0,772000000.0,772000000.0,1100000000.0,731000000.0,731000000.0,731000000.0,772000000.0,688000000.0,688000000.0,688000000.0,731000000.0,386000000.0,386000000.0,386000000.0,688000000.0,354000000.0,354000000.0,354000000.0,386000000.0,344000000.0,344000000.0,344000000.0
ValuationAllowanceDeferredTaxAssetChangeInAmount / USD,-1700000000.0,,,,1700000000.0,,,,-523000000.0,,,,694000000.0,,,,5400000000.0,,,,501000000.0,,,,-356000000.0,,,,-551000000.0,,,,-1500000000.0,,,,224000000.0,,,65000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,1834000000.0,1834000000.0,1834000000.0,1834000000.0,1834000000.0,1778000000.0,1765000000.0,1748000000.0,1834000000.0,1700000000.0,1664000000.0,1683000000.0,1739000000.0,1619000000.0,1601000000.0,1578000000.0,1674000000.0,1412000000.0,1397000000.0,1380000000.0,1553000000.0,1315000000.0,1295000000.0,1294000000.0,1366000000.0,1315000000.0,1323000000.0,1328000000.0,1294000000.0,1325000000.0,1327000000.0,1326000000.0,1330000000.0,1315000000.0,1317000000.0,1317000000.0,1322000000.0,1316000000.0,1320000000.0,1325000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,1804000000.0,1804000000.0,1804000000.0,,1761000000.0,1743000000.0,1722000000.0,1804000000.0,1669000000.0,1664000000.0,1656000000.0,1715000000.0,1591000000.0,1571000000.0,1552000000.0,1646000000.0,1401000000.0,1384000000.0,1367000000.0,1529000000.0,1300000000.0,1295000000.0,1294000000.0,1353000000.0,1300000000.0,1304000000.0,1308000000.0,1294000000.0,1304000000.0,1306000000.0,1306000000.0,1309000000.0,1298000000.0,1301000000.0,1300000000.0,1303000000.0,1301000000.0,1306000000.0,1308000000.0
